Categoria,Marca,Modelo,Motor,Versão,Transmissão Velocidades nº,Ar Cond.,Direção Assistida,Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro,,,,Consumo Energético (MJ/km),Classificação PBE,,Selo CONPET de Eficiência Energética
EXTRA GRANDE,BMW,540i,3.0­24V,­,A­8,S,E­H,G,0,1,0,B,\,143,\,\,"8,4","11,6","2,30",C,C,­
EXTRA GRANDE,CHRYSLER,300C,3.6­24V,300C,A­8,S,H,G,0,0,0,A,\,168,\,\,"7,1","10,1","2,73",E,D,­
EXTRA GRANDE,DODGE,Durango,3.6­24V,Limited,A­8,S,H,G,0,0,0,A,\,174,\,\,"7,0","9,4","2,82",E,D,­
EXTRA GRANDE,FORD,Fusion,2.0­16V,FWD SEL,A­6,S,E,G,0,0,0,A,\,140,\,\,"8,6","11,7","2,27",C,C,­
EXTRA GRANDE,FORD,Fusion,2.0­16V,FWD Titanium,A­6,S,E,G,0,0,0,A,\,140,\,\,"8,6","11,7","2,27",C,C,­
EXTRA GRANDE,FORD,Fusion,2.0­16V,AWD Titanium,A­6,S,E,G,0,0,0,B,\,147,\,\,"8,2","11,1","2,38",C,C,­
EXTRA GRANDE,FORD,Fusion,2.5­16V,Flex SE,A­6,S,E,F,0,0,0,B,0,137,"6,0","8,5","8,6","12,3","2,23",C,C,­
EXTRA GRANDE,FORD,Fusion,2.0­16V,Hybrid,eCVT,S,E,G,0,0,0,A,\,81,\,\,"16,8","15,1","1,31",A,A,SIM
EXTRA GRANDE,FORD,Edge,2.7­24V,ST GTDI,A­8,S,E,G,0,0,0,A,\,170,\,\,"7,3","9,4","2,76",E,D,­
EXTRA GRANDE,FORD,Edge,3.5­24V,AWD Titanium,A­6,S,E,G,0,1,0,B,\,178,\,\,"6,7","9,5","2,88",E,D,­
EXTRA GRANDE,HYUNDAI,Azera,3.0­24V,V6 GDI,A­8,S,E,G,0,0,0,A,\,150,\,\,"8,3","10,4","2,43",C,D,­
EXTRA GRANDE,HYUNDAI,Azera,3.0­24V,"3,0 V6",A­6,S,E,G,0,0,0,A,\,167,\,\,"7,1","10,4","2,70",E,D,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,P250 PRESTIGE,A­8,S,E,G,0,0,0,A,\,139,\,\,"8,5","11,9","2,26",C,C,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,P250 R­SPORT,A­8,S,E,G,0,0,0,A,\,139,\,\,"8,5","11,9","2,26",C,C,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,P250 PURE,A­8,S,E,G,0,0,0,A,\,139,\,\,"8,5","11,9","2,26",C,C,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,"2,0T PRESTIG",A­8,S,E,G,0,0,0,A,\,146,\,\,"8,3","11,0","2,37",C,C,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,"2,0T PURE TC",A­8,S,E,G,0,0,0,A,\,146,\,\,"8,3","11,0","2,37",C,C,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,"2,0T PURE",A­8,S,E,G,0,0,0,A,\,146,\,\,"8,3","11,0","2,37",C,C,­
EXTRA GRANDE,JAGUAR,XF,2.0­16V,"2,0T R­SPORT",A­8,S,E,G,0,0,0,A,\,146,\,\,"8,3","11,0","2,37",C,C,­
EXTRA GRANDE,JAGUAR,XF,3.0­24V,V6 PORTFOLIO,A­8,S,E,G,0,0,0,A,\,175,\,\,"6,7","10,1","2,84",E,D,­
EXTRA GRANDE,JAGUAR,XF,3.0­24V,V6 380CV S,A­8,S,E,G,0,0,0,A,\,177,\,\,"6,6","10,1","2,86",E,D,­
EXTRA GRANDE,JAGUAR,XE,2.0­16V,P250 R­SPORT,A­8,S,E,G,0,0,0,A,\,143,\,\,"8,5","11,2","2,33",C,C,­
EXTRA GRANDE,JAGUAR,XE,2.0­16V,P250 PURE,A­8,S,E,G,0,0,0,A,\,143,\,\,"8,5","11,2","2,33",C,C,­
EXTRA GRANDE,JAGUAR,XE,2.0­16V,P200 R­SPORT,A­8,S,E,G,0,0,0,A,\,141,\,\,"8,7","11,1","2,29",C,C,­
EXTRA GRANDE,JAGUAR,XE,2.0­16V,P200 PURE,A­8,S,E,G,0,0,0,A,\,141,\,\,"8,7","11,1","2,29",C,C,­
EXTRA GRANDE,JAGUAR,XE,3.0­24V,P380 S,A­8,S,E,G,0,0,0,A,\,158,\,\,"7,6","10,6","2,55",D,D,­
EXTRA GRANDE,JAGUAR,XE,2.0­16V,"2,0 PURE SI4",A­8,S,E,G,0,0,0,A,\,145,\,\,"8,4","10,9","2,36",C,C,­
EXTRA GRANDE,JAGUAR,XE,2.0­16V,"2,0 R­SPORT SI4",A­8,S,E,G,0,0,0,A,\,145,\,\,"8,4","10,9","2,36",C,C,­
EXTRA GRANDE,JAGUAR,XE,3.0­24V,"S 3,0 V6 SC",A­8,S,E,G,0,0,0,A,\,165,\,\,"7,2","10,5","2,67",D,D,­
EXTRA GRANDE,JAGUAR,XJ,3.0­24V,"3,0 SC R­SPORT",A­8,S,E,G,0,0,0,A,\,179,\,\,"6,5","10,2","2,90",E,D,­
EXTRA GRANDE,JAGUAR,XJ,3.0­24V,"3,0 SC PORT",A­8,S,E,G,0,0,0,A,\,179,\,\,"6,5","10,2","2,90",E,D,­
EXTRA GRANDE,KIA,Cadenza,3.3­24V,EX GDI,A­6,S,E,G,0,0,0,A,\,155,\,\,"7,9","11,3","2,43",C,D,­
EXTRA GRANDE,KIA,Cadenza,3.3­24V,LX GDI,A­6,S,E,G,0,0,0,A,\,155,\,\,"7,9","11,3","2,43",C,D,­
EXTRA GRANDE,KIA,Optima,2.0­16V,"EX3 2,0 AT",A­6,S,E,G,0,0,0,A,\,135,\,\,"8,9","11,9","2,19",B,C,­
EXTRA GRANDE,KIA,Optima,2.0­16V,"LX3 2,0 AT",A­6,S,E,G,0,0,0,A,\,135,\,\,"8,9","11,9","2,19",B,C,­
EXTRA GRANDE,KIA,Stinger,2.0­16V,"EX 2,0 AT",A­8,S,E,G,0,0,0,A,\,146,\,\,"8,3","11,1","2,38",C,C,­
EXTRA GRANDE,KIA,Stinger,3.3­24V,"GT 3,3 AT",A­8,S,E,G,0,0,0,A,\,184,\,\,"6,6","9,2","2,98",E,D,­
EXTRA GRANDE,LEXUS,ES350,3.5­24V,­,A­6,S,E,G,0,0,0,A,\,154,\,\,"7,7","11,0","2,50",D,D,­
EXTRA GRANDE,LEXUS,NX200 4X4,2.0­16V,LUXURY,A­6,S,E,G,0,0,0,A,\,152,\,\,"8,3","10,0","2,46",D,D,­
EXTRA GRANDE,LEXUS,NX200 4X4,2.0­16V,F SPORT,A­6,S,E,G,0,0,0,A,\,152,\,\,"8,3","10,0","2,46",D,D,­
EXTRA GRANDE,LEXUS,LS460,4.6­32V,­,A­8,S,E,G,0,0,0,B,\,197,\,\,"5,9","9,2","3,21",E,E,­
EXTRA GRANDE,LEXUS,NX300H,2.5­16V,LUXURY,CVT,S,E,G,0,0,0,A,\,112,\,\,"12,6","11,1","1,81",A,B,SIM
EXTRA GRANDE,LEXUS,NX300H,2.5­16V,F­SPORT,CVT,S,E,G,0,0,0,A,\,112,\,\,"12,6","11,1","1,81",A,B,SIM
EXTRA GRANDE,LEXUS,NX300H,2.5­16V,DYNAMIC,CVT,S,E,G,0,0,0,A,\,112,\,\,"12,6","11,1","1,81",A,B,SIM
EXTRA GRANDE,LEXUS,NX300 4X4,2.0­16V,LUXURY,A­6,S,E,G,0,0,0,A,\,152,\,\,"8,3","10,0","2,46",D,D,­
EXTRA GRANDE,LEXUS,NX300 4X4,2.0­16V,F SPORT,A­6,S,E,G,0,0,0,A,\,152,\,\,"8,3","10,0","2,46",D,D,­
EXTRA GRANDE,LEXUS,NX300 4X4,2.0­16V,DYNAMIC,A­6,S,E,G,0,0,0,A,\,152,\,\,"8,3","10,0","2,46",D,D,­
EXTRA GRANDE,MASERATI,Ghibli,3.0­24V,Euro 6,A­8,S,H,G,0,0,0,B,\,188,\,\,"6,3","9,3","3,07",E,D,­
EXTRA GRANDE,MASERATI,Ghibli,3.0­24V,SQ4 Euro 6,A­8,S,H,G,0,0,0,B,\,187,\,\,"6,4","9,2","3,04",E,D,­
EXTRA GRANDE,MASERATI,Quattroporte,4.0­32V,,A­8,S,H,G,0,0,0,A,\,245,\,\,"5,0","6,8","3,97",E,E,­
EXTRA GRANDE,MERCEDES­BENZ,AMG C 43 4MATIC,3.0­24V,,A­9,S,E,G,0,0,0,A,\,149,\,\,"8,0","11,4","2,41",C,D,­
EXTRA GRANDE,MERCEDES­BENZ,AMG C 63,4.0­32V,,A­7,S,E,G,0,0,0,B,\,171,\,\,"7,0","10,1","2,76",E,D,­
EXTRA GRANDE,MERCEDES­BENZ,AMG C 63 S,4.0­32V,,A­7,S,E,G,0,0,0,B,\,176,\,\,"6,8","9,9","2,83",E,D,­
EXTRA GRANDE,MERCEDES­BENZ,AMG E43 4MATIC,3.0­24V,,A­9,S,E,G,0,0,0,A,\,167,\,\,"7,3","9,8","2,71",E,D,­
EXTRA GRANDE,MERCEDES­BENZ,AMG E63S 4MATIC+,4.0­32V,,A­9,S,E,G,0,0,0,B,\,188,\,\,"6,4","9,0","3,05",E,D,­
EXTRA GRANDE,MERCEDES­BENZ,C180,1.6­16V,Coupé,A­9,S,E,G,0,0,0,A,\,112,\,\,"10,6","14,4","1,81",A,B,SIM
EXTRA GRANDE,MERCEDES­BENZ,C180 FF,1.6­16V,,A­9,S,E,F,0,0,0,A,0,114,"7,0","9,9","10,3","14,5","1,87",A,C,­
EXTRA GRANDE,MERCEDES­BENZ,C250,2.0­16V,,A­9,S,E,G,0,0,0,A,\,122,\,\,"9,6","13,7","1,98",A,C,­
EXTRA GRANDE,MERCEDES­BENZ,C300,2.0­16V,Estate,A­9,S,E,G,0,0,0,A,\,130,\,\,"9,2","12,6","2,10",B,C,­
EXTRA GRANDE,MERCEDES­BENZ,C300,2.0­16V,,A­9,S,E,G,0,0,0,A,\,125,\,\,"9,6","13,0","2,02",B,C,­
EXTRA GRANDE,MERCEDES­BENZ,Maybach S500,4.7­32V,,A­9,S,E,G,0,0,0,A,\,202,\,\,"5,8","8,8","3,27",E,E,­
EXTRA GRANDE,MERCEDES­BENZ,E250,2.0­16V,Avantgarde,A­9,S,E,G,0,0,0,A,\,132,\,\,"9,2","12,2","2,14",B,C,­
EXTRA GRANDE,MERCEDES­BENZ,E250,2.0­16V,Exclusive,A­9,S,E,G,0,0,0,A,\,132,\,\,"9,2","12,2","2,14",B,C,­
EXTRA GRANDE,MERCEDES­BENZ,S560 L,4.0­32V,,A­9,S,E,G,0,0,0,A,\,173,\,\,"6,9","9,8","2,81",E,D,­
EXTRA GRANDE,MERCEDES­BENZ,AMG S63L 4MATIC,4.0­32V,,A­9,S,E,G,0,0,0,A,\,182,\,\,"6,5","9,6","2,94",E,D,­
EXTRA GRANDE,PEUGEOT,408,1.6­16V,Griffe THP A,A­6,S,E­H,F,0,0,0,B,0,115,"7,3","9,2","10,6","13,0","1,88",A,C,­
EXTRA GRANDE,PEUGEOT,408,1.6­16V,Allure THP A,A­6,S,E­H,F,0,0,0,B,0,115,"7,3","9,2","10,6","13,0","1,88",A,C,­
EXTRA GRANDE,PEUGEOT,408,1.6­16V,GRIFFE RG,A­6,S,E­H,F,0,0,0,B,0,115,"7,3","9,2","10,6","13,0","1,88",A,C,­
EXTRA GRANDE,PEUGEOT,408,1.6­16V,BUSINESS,A­6,S,E­H,F,0,0,0,B,0,115,"7,3","9,2","10,6","13,0","1,88",A,C,­
EXTRA GRANDE,TOYOTA,Camry,3.5­24V,XLE,A­8,S,E,G,0,0,0,A,\,143,\,\,"8,3","11,5","2,32",C,C,­
EXTRA GRANDE,TOYOTA,RAV4 4X2,2.0­16V,"2,0 4X2",CVT,S,E,G,0,0,0,A,\,134,\,\,"9,5","10,9","2,17",B,C,­
EXTRA GRANDE,TOYOTA,RAV4 4X4,2.0­16V,4X4,CVT,S,E,G,0,0,0,A,\,134,\,\,"9,5","10,9","2,17",B,C,­
EXTRA GRANDE,TOYOTA,RAV4 4X4,2.5­16V,4X4,A­6,S,E,G,0,0,0,A,\,142,\,\,"8,7","10,9","2,30",C,C,­
EXTRA GRANDE,VOLKSWAGEN,Passat,2.0­16V,Comfortline,DCT­6,S,E,G,0,0,0,B,\,118,\,\,"10,4","12,9","1,91",A,C,­
EXTRA GRANDE,VOLKSWAGEN,Passat,2.0­16V,Highline,DCT­6,S,E,G,0,0,0,B,\,118,\,\,"10,4","12,9","1,91",A,C,­
EXTRA GRANDE,VOLKSWAGEN,Touareg V6,3.6­24V,,A­8,S,E­H,G,0,1,0,B,\,216,\,\,"5,8","7,4","3,50",E,E,­
EXTRA GRANDE,VOLKSWAGEN,Touareg V8,4.2­32V,,A­8,S,E­H,G,0,1,0,C,\,214,\,\,"5,8","7,5","3,47",E,E,­
EXTRA GRANDE,VOLKSWAGEN,Tiguan,1.4­16V,Allspace 250 TSI,DCT­6,S,E,F,0,0,0,B,0,125,"6,8","8,0","10,1","11,7","2,05",B,C,­
EXTRA GRANDE,VOLKSWAGEN,Tiguan,1.4­16V,Allspace Comfortline 250 TSI,DCT­6,S,E,F,0,0,0,B,0,125,"6,8","8,0","10,1","11,7","2,05",B,C,­
EXTRA GRANDE,VOLKSWAGEN,Tiguan,2.0­16V,Allspace R­Line 350 TSI,DCT­7,S,E,G,0,0,0,A,\,153,\,\,"8,3","9,6","2,49",D,D,­
EXTRA GRANDE,VOLVO,S60 (aro18),2.0­16V,T4 Inscription,DCT­6,S,E,G,0,0,0,A,\,130,\,\,"9,4","12,0","2,10",B,C,­
EXTRA GRANDE,VOLVO,S60 (aro18),2.0­16V,T4 Kinetic,DCT­6,S,E,G,0,0,0,A,\,130,\,\,"9,4","12,0","2,10",B,C,­
EXTRA GRANDE,VOLVO,S60 (aro18),2.0­16V,T4 Momentum,DCT­6,S,E,G,0,0,0,A,\,130,\,\,"9,4","12,0","2,10",B,C,­
EXTRA GRANDE,VOLVO,S60 (aro18),2.0­16V,T4 R­Design,DCT­6,S,E,G,0,0,0,A,\,130,\,\,"9,4","12,0","2,10",B,C,­
EXTRA GRANDE,VOLVO,S60 (aro17),2.0­16V,T4 Inscription,DCT­6,S,E,G,0,0,0,A,\,119,\,\,"10,5","12,6","1,93",A,C,­
EXTRA GRANDE,VOLVO,S60 (aro17),2.0­16V,T4 Kinetic,DCT­6,S,E,G,0,0,0,A,\,119,\,\,"10,5","12,6","1,93",A,C,­
EXTRA GRANDE,VOLVO,S60 (aro17),2.0­16V,T4 Momentum,DCT­6,S,E,G,0,0,0,A,\,119,\,\,"10,5","12,6","1,93",A,C,­
EXTRA GRANDE,VOLVO,V60 (aro 18),2.0­16V,T4 Inscription,DCT­6,S,E,G,0,0,0,A,\,131,\,\,"9,5","11,7","2,12",B,C,­
EXTRA GRANDE,VOLVO,V60 (aro 18),2.0­16V,T4 Kinetic,DCT­6,S,E,G,0,0,0,A,\,131,\,\,"9,5","11,7","2,12",B,C,­
EXTRA GRANDE,VOLVO,V60 (aro 18),2.0­16V,T4 Momentum,DCT­6,S,E,G,0,0,0,A,\,131,\,\,"9,5","11,7","2,12",B,C,­
EXTRA GRANDE,VOLVO,V60 (aro 18),2.0­16V,T4 R­Design,DCT­6,S,E,G,0,0,0,A,\,131,\,\,"9,5","11,7","2,12",B,C,­
EXTRA GRANDE,VOLVO,V60 (aro 17),2.0­16V,T4 Inscription,DCT­6,S,E,G,0,0,0,A,\,122,\,\,"10,1","12,5","1,98",A,C,­
EXTRA GRANDE,VOLVO,V60 (aro 17),2.0­16V,T4 Kinetic,DCT­6,S,E,G,0,0,0,A,\,122,\,\,"10,1","12,5","1,98",A,C,­
EXTRA GRANDE,VOLVO,V60 (aro 17),2.0­16V,T4 Momentum,DCT­6,S,E,G,0,0,0,A,\,122,\,\,"10,1","12,5","1,98",A,C,­
EXTRA GRANDE,VOLVO,V60,2.0­16V,T5 Inscript,A­8,S,E,G,0,0,0,A,\,135,\,\,"9,3","12,5","2,09",B,C,­
EXTRA GRANDE,VOLVO,V60,2.0­16V,T5 Momentum,A­8,S,E,G,0,0,0,A,\,135,\,\,"9,3","12,5","2,09",B,C,­
EXTRA GRANDE,VOLVO,V60,2.0­16V,T5 R­Design,A­8,S,E,G,0,0,0,A,\,135,\,\,"9,3","12,5","2,09",B,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,DESERT,M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,EXCLUSIVE,M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,SPORT,M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 ACT",M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 LOOK",M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 LUX",M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 SMILE",M­5,S,H,F,0,1,0,B,0,116,"7,7","8,8","10,9","12,3","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 AT ACT",A­4,S,H,F,0,1,0,B,0,125,"6,9","8,2","10,0","11,9","2,03",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 AT EX",A­4,S,H,F,0,1,0,B,0,125,"6,9","8,2","10,0","11,9","2,03",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHERY,Tiggo 2,1.5­16V,"1,5 AT LOOK",A­4,S,H,F,0,1,0,B,0,125,"6,9","8,2","10,0","11,9","2,03",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker,1.4­16V,LT,A­6,S,E,F,0,0,0,B,0,121,"7,3","8,2","10,6","11,7","1,97",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker,1.4­16V,LTZ,A­6,S,E,F,0,0,0,B,0,121,"7,3","8,2","10,6","11,7","1,97",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker,1.4­16V,PREMIER,A­6,S,E,F,0,0,0,B,0,121,"7,3","8,2","10,6","11,7","1,97",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker (MY19),1.4­16V,LT,A­6,S,E,F,0,0,0,B,0,121,"7,3","8,2","10,6","11,7","1,97",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker (MY19),1.4­16V,LTZ,A­6,S,E,F,0,0,0,B,0,121,"7,3","8,2","10,6","11,7","1,97",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker (MY19),1.4­16V,PREMIER,A­6,S,E,F,0,0,0,B,0,121,"7,3","8,2","10,6","11,7","1,97",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,M Feel,M­5,S,E,F,0,1,0,B,0,115,"7,6","8,8","10,9","12,8","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,START MT,M­5,S,E,F,0,1,0,B,0,115,"7,6","8,8","10,9","12,8","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,M BUSIN,M­5,S,E,F,0,1,0,B,0,115,"7,6","8,8","10,9","12,8","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,LIVE MT,M­5,S,E,F,0,1,0,B,0,115,"7,6","8,8","10,9","12,8","1,86",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,SHINE AT,A­6,S,E,F,0,0,0,B,0,119,"7,3","8,7","10,5","12,5","1,93",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,FEEL AT,A­6,S,E,F,0,0,0,B,0,119,"7,3","8,7","10,5","12,5","1,93",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6­16V,LIVE AT,A­6,S,E,F,0,0,0,B,0,119,"7,3","8,7","10,5","12,5","1,93",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6­16V,Live,M­5,S,E,F,0,1,0,B,0,115,"7,7","8,9","11,0","12,5","1,85",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6­16V,Feel,M­5,S,E,F,0,1,0,B,0,115,"7,7","8,9","11,0","12,5","1,85",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6­16V,Feel A,A­6,S,E,F,0,1,0,B,0,118,"7,3","9,1","10,4","13,0","1,90",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6­16V,Shine A,A­6,S,E,F,0,1,0,B,0,118,"7,3","9,1","10,4","13,0","1,90",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6­16V,Shine T,A­6,S,E,F,0,0,0,B,0,119,"7,2","8,9","10,4","12,6","1,93",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Dobló,1.8­16V,Adventure,M­5,S,H,F,0,1,0,B,0,143,"6,4","6,7","9,2","9,8","2,33",E,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Novo Uno,1.3­8V,WAY,M­5,S,E,F,0,0,0,B,0,95,"9,3","11,0","13,0","15,0","1,52",A,B,SIM
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Novo Uno,1.3­8V,WAY GSR,MTA­5,S,E,F,0,0,0,B,0,96,"9,2","10,5","13,2","14,4","1,54",A,B,SIM
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Weekend,1.8­16V,Adventure,M­5,S,H,F,0,0,0,B,0,131,"6,8","7,5","9,7","11,1","2,13",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Weekend,1.8­16V,Adventure Dualogic,MTA­5,S,H,F,0,0,0,B,0,126,"7,2","7,9","10,2","11,2","2,04",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,KA (5 Portas),1.0­12V,Trail,M­5,S,E,F,0,0,0,B,0,100,"8,8","9,9","12,5","14,3","1,61",B,B,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,KA (5 Portas),1.5­16V,Trail,M­5,S,E,F,0,1,0,B,0,114,"7,5","9,0","10,8","13,2","1,85",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5­12V,SE,M­5,S,E,F,0,1,0,B,0,109,"8,3","9,0","11,6","13,1","1,76",B,B,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5­12V,FREESTYLE,M­5,S,E,F,0,1,0,B,0,109,"8,3","9,0","11,6","13,1","1,76",B,B,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5­12V,SE,A­6,S,E,F,0,0,0,B,0,118,"7,1","8,9","10,4","12,8","1,93",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5­12V,FREESTYLE,A­6,S,E,F,0,0,0,B,0,118,"7,1","8,9","10,4","12,8","1,93",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,2.0­16V,TITANIUM,A­6,S,E,F,0,0,0,B,0,136,"6,1","8,3","8,8","12,0","2,21",E,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,KA (5 Portas),1.5­12V,FREESTYLE,M­5,S,E,F,0,0,0,B,0,103,"8,4","9,9","11,9","14,4","1,67",B,B,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,KA (5 Portas),1.5­12V,FREESTYLE,A­6,S,E,F,0,0,0,B,0,114,"7,5","9,4","10,7","13,5","1,84",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,2.0­16V,Storm 4WD,A­6,S,E,F,0,0,0,B,0,142,"6,0","8,0","8,5","11,4","2,29",E,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport (2019),1.5­12V,SE,A­6,S,E,F,0,0,0,B,0,120,"7,1","8,6","10,3","12,6","1,95",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport (2019),1.5­12V,FREESTYLE,A­6,S,E,F,0,0,0,B,0,120,"7,1","8,6","10,3","12,6","1,95",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR­V,1.8­16V,LX,M­6,S,E,F,0,0,0,B,0,123,"6,7","8,6","10,0","12,6","2,01",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR­V,1.8­16V,LX,CVT,S,E,F,0,0,0,A,0,116,"7,7","8,6","11,0","12,3","1,87",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR­V,1.8­16V,EX,CVT,S,E,F,0,0,0,A,0,116,"7,7","8,6","11,0","12,3","1,87",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR­V,1.8­16V,EXL,CVT,S,E,F,0,0,0,A,0,116,"7,7","8,6","11,0","12,3","1,87",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR­V,1.8­16V,TOURING,CVT,S,E,F,0,0,0,A,0,116,"7,7","8,6","11,0","12,3","1,87",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR­V,1.8­16V,EX,CVT,S,E,F,0,0,0,A,0,116,"7,7","8,6","11,0","12,3","1,87",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,WR­V,1.5­16V,EX,CVT,S,E,F,0,0,0,A,0,111,"8,1","8,8","11,7","12,4","1,79",C,B,­
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,WR­V,1.5­16V,EXL,CVT,S,E,F,0,0,0,A,0,111,"8,1","8,8","11,7","12,4","1,79",C,B,­
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,HB20X,1.6­16V,Style,M­6,S,E,F,0,0,0,B,0,108,"8,3","9,8","11,6","13,4","1,72",B,B,­
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,HB20X,1.6­16V,Style,A­6,S,E,F,0,0,0,B,0,127,"7,1","8,7","10,1","11,4","2,00",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,HB20X,1.6­16V,Premium,A­6,S,E,F,0,0,0,B,0,127,"7,1","8,7","10,1","11,4","2,00",D,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6­16V,Attitude,M­6,S,E,F,0,0,0,B,0,123,"7,6","8,2","10,4","11,7","1,96",C,C,­
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6­16V,Pulse,M­6,S,E,F,0,0,0,B,0,123,"7,6","8,2","10,4","11,7","1,96",C,C,­
